 Statistics List (1),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
6,"                         Statistics by province, industry and the size of value of shipments(10 or more workers)",Statistics Table,Statistics Korea,Annual (2020 ~ 2022),"Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey ->  Register-based -> Industry statistics -> KCIS 10th Revision -> Statistics by province, industry and the size of value of shipments(10 or more workers)", -> L -> L_001 -> L_001_001 -> L_001_001_001 -> L_001_001_001_001 -> 
6,"                         Value of Shipments, Gross Output, Value-added and Major Production Cost by province and industry(10 or more workers)",Statistics Table,Statistics Korea,Annual (2020 ~ 2022),"Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey ->  Register-based -> Industry statistics -> KCIS 10th Revision -> Value of Shipments, Gross Output, Value-added and Major Production Cost by province and industry(10 or more workers)", -> L -> L_001 -> L_001_001 -> L_001_001_001 -> L_001_001_001_001 -> 
6,"                         Tangible assets increase & decrease, amount of that at end of year by province and industry(10 or more workers)",Statistics Table,Statistics Korea,Annual (2020 ~ 2022),"Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey ->  Register-based -> Industry statistics -> KCIS 10th Revision -> Tangible assets increase & decrease, amount of that at end of year by province and industry(10 or more workers)", -> L -> L_001 -> L_001_001 -> L_001_001_001 -> L_001_001_001_001 -> 
6,                         Statistics by industry and type of management organization(10 or more workers),Statistics Table,Statistics Korea,Annual (2020 ~ 2022),Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey ->  Register-based -> Industry statistics -> KCIS 10th Revision -> Statistics by industry and type of management organization(10 or more workers), -> L -> L_001 -> L_001_001 -> L_001_001_001 -> L_001_001_001_001 -> 
4,               Enterprise statistics,,,,Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey ->  Register-based -> Enterprise statistics, -> L -> L_001 -> L_001_001 -> L_001_001_002
5,                    KCIS 10th Revision,,,,Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey ->  Register-based -> Enterprise statistics -> KCIS 10th Revision, -> L -> L_001 -> L_001_001 -> L_001_001_002 -> L_001_001_002_001
6,                         Summary figures of enterprise,Statistics Table,Statistics Korea,Annual (2020 ~ 2022),Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey ->  Register-based -> Enterprise statistics -> KCIS 10th Revision -> Summary figures of enterprise, -> L -> L_001 -> L_001_001 -> L_001_001_002 -> L_001_001_002_001 -> 
6,                         Number of enterprises by industry/type of legal organization/size of capital/size of workers,Statistics Table,Statistics Korea,Annual (2020 ~ 2022),Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey ->  Register-based -> Enterprise statistics -> KCIS 10th Revision -> Number of enterprises by industry/type of legal organization/size of capital/size of workers, -> L -> L_001 -> L_001_001 -> L_001_001_002 -> L_001_001_002_001 -> 
6,                         Summary(Whole enterprises) by industry and size of workers,Statistics Table,Statistics Korea,Annual (2020 ~ 2022),Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey ->  Register-based -> Enterprise statistics -> KCIS 10th Revision -> Summary(Whole enterprises) by industry and size of workers, -> L -> L_001 -> L_001_001 -> L_001_001_002 -> L_001_001_002_001 -> 
4,               2020 Economic Census,,,,Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey ->  Register-based -> 2020 Economic Census, -> L -> L_001 -> L_001_001 -> L_001_001_003
5,                    Statistics by Sub-classes of Industry(10 or more workers),Statistics Table,Statistics Korea,5Annual (2020 ~ 2020),Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey ->  Register-based -> 2020 Economic Census -> Statistics by Sub-classes of Industry(10 or more workers), -> L -> L_001 -> L_001_001 -> L_001_001_003 -> 
5,                    Statistics by Sub-classes of Industry and Size of Workers(10 or more workers),Statistics Table,Statistics Korea,5Annual (2020 ~ 2020),Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey ->  Register-based -> 2020 Economic Census -> Statistics by Sub-classes of Industry and Size of Workers(10 or more workers), -> L -> L_001 -> L_001_001 -> L_001_001_003 -> 
5,                    Statistics by Sub-classes of Industry and Value of Shipments Size of Establishment(10 or more workers),Statistics Table,Statistics Korea,5Annual (2020 ~ 2020),Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey ->  Register-based -> 2020 Economic Census -> Statistics by Sub-classes of Industry and Value of Shipments Size of Establishment(10 or more workers), -> L -> L_001 -> L_001_001 -> L_001_001_003 -> 
5,                    Statistics by Sub-classes of Industry and Type of Legal Organization(10 or more workers),Statistics Table,Statistics Korea,5Annual (2020 ~ 2020),Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey ->  Register-based -> 2020 Economic Census -> Statistics by Sub-classes of Industry and Type of Legal Organization(10 or more workers), -> L -> L_001 -> L_001_001 -> L_001_001_003 -> 
5,                    Number of Establishments & Workers and Annual Payroll by Sub-classes of industry(10 or more workers),Statistics Table,Statistics Korea,5Annual (2020 ~ 2020),Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey ->  Register-based -> 2020 Economic Census -> Number of Establishments & Workers and Annual Payroll by Sub-classes of industry(10 or more workers), -> L -> L_001 -> L_001_001 -> L_001_001_003 -> 
5,"                    Value of Shipments, Gross Output, Value-added and Major Production Cost by Sub-classes of Industry(10 or more workers)",Statistics Table,Statistics Korea,5Annual (2020 ~ 2020),"Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey ->  Register-based -> 2020 Economic Census -> Value of Shipments, Gross Output, Value-added and Major Production Cost by Sub-classes of Industry(10 or more workers)", -> L -> L_001 -> L_001_001 -> L_001_001_003 -> 
5,                    Value of Inventories by Sub-classes of Industry(10 or more workers),Statistics Table,Statistics Korea,5Annual (2020 ~ 2020),Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey ->  Register-based -> 2020 Economic Census -> Value of Inventories by Sub-classes of Industry(10 or more workers), -> L -> L_001 -> L_001_001 -> L_001_001_003 -> 
5,                    Statistics by Division of Industry and Province(10 or more workers),Statistics Table,Statistics Korea,5Annual (2020 ~ 2020),Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey ->  Register-based -> 2020 Economic Census -> Statistics by Division of Industry and Province(10 or more workers), -> L -> L_001 -> L_001_001 -> L_001_001_003 -> 
5,"                    Statistics by Division of Industry, Province and Size of Workers(10 or more workers)",Statistics Table,Statistics Korea,5Annual (2020 ~ 2020),"Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey ->  Register-based -> 2020 Economic Census -> Statistics by Division of Industry, Province and Size of Workers(10 or more workers)", -> L -> L_001 -> L_001_001 -> L_001_001_003 -> 
5,"                    Statistics by Division of Industry, Province and Value of Shipments Size of Establishment(10 or more workers)",Statistics Table,Statistics Korea,5Annual (2020 ~ 2020),"Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey ->  Register-based -> 2020 Economic Census -> Statistics by Division of Industry, Province and Value of Shipments Size of Establishment(10 or more workers)", -> L -> L_001 -> L_001_001 -> L_001_001_003 -> 
5,                    Value of Inventories by Division of Industry and Province(10 or more workers),Statistics Table,Statistics Korea,5Annual (2020 ~ 2020),Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey ->  Register-based -> 2020 Economic Census -> Value of Inventories by Division of Industry and Province(10 or more workers), -> L -> L_001 -> L_001_001 -> L_001_001_003 -> 
5,"                    Statistics by Section of Industry and Si, Gun & Gu(10 or more workers)",Statistics Table,Statistics Korea,5Annual (2020 ~ 2020),"Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey ->  Register-based -> 2020 Economic Census -> Statistics by Section of Industry and Si, Gun & Gu(10 or more workers)", -> L -> L_001 -> L_001_001 -> L_001_001_003 -> 
5,"                    Number of Establishments, Gross Output, Value of Shipments and Year-end Inventories by Province and Product(10 or more workers)",Statistics Table,Statistics Korea,5Annual (2020 ~ 2020),"Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey ->  Register-based -> 2020 Economic Census -> Number of Establishments, Gross Output, Value of Shipments and Year-end Inventories by Province and Product(10 or more workers)", -> L -> L_001 -> L_001_001 -> L_001_001_003 -> 
5,"                    Number of Establishments, Value of Receipts for Contract Work by Province and Product of Toll Manufacturing(consigned production)(10 or more workers)",Statistics Table,Statistics Korea,5Annual (2020 ~ 2020),"Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey ->  Register-based -> 2020 Economic Census -> Number of Establishments, Value of Receipts for Contract Work by Province and Product of Toll Manufacturing(consigned production)(10 or more workers)", -> L -> L_001 -> L_001_001 -> L_001_001_003 -> 
3,          Survey-based,,,,Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based, -> L -> L_001 -> L_001_002
4,               Industry statistics,,,,Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> Industry statistics, -> L -> L_001 -> L_001_002 -> L_001_002_001
5,                    KCIS 10th Revision,,,,Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> Industry statistics -> KCIS 10th Revision, -> L -> L_001 -> L_001_002 -> L_001_002_001 -> L_001_002_001_001
6,"                         Statistics of province,industry(over 10 persons)",Statistics Table,Statistics Korea,Annual (2007 ~ 2020),"Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> Industry statistics -> KCIS 10th Revision -> Statistics of province,industry(over 10 persons)", -> L -> L_001 -> L_001_002 -> L_001_002_001 -> L_001_002_001_001 -> 
6,"                         Statistics by industry, employment size of establishment(over 10 persons)",Statistics Table,Statistics Korea,Annual (2007 ~ 2019),"Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> Industry statistics -> KCIS 10th Revision -> Statistics by industry, employment size of establishment(over 10 persons)", -> L -> L_001 -> L_001_002 -> L_001_002_001 -> L_001_002_001_001 -> 
6,"                         Statistics by province, industry, size of value of shipments(over 10 persons)",Statistics Table,Statistics Korea,Annual (2007 ~ 2019),"Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> Industry statistics -> KCIS 10th Revision -> Statistics by province, industry, size of value of shipments(over 10 persons)", -> L -> L_001 -> L_001_002 -> L_001_002_001 -> L_001_002_001_001 -> 
6,"                         Value of shipment, gross output, added value and major production costs(over 10 persons)",Statistics Table,Statistics Korea,Annual (2007 ~ 2019),"Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> Industry statistics -> KCIS 10th Revision -> Value of shipment, gross output, added value and major production costs(over 10 persons)", -> L -> L_001 -> L_001_002 -> L_001_002_001 -> L_001_002_001_001 -> 
6,"                         Tangible assets increase & decrease, amount of that at end of year(over 10 persons)",Statistics Table,Statistics Korea,Annual (2007 ~ 2019),"Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> Industry statistics -> KCIS 10th Revision -> Tangible assets increase & decrease, amount of that at end of year(over 10 persons)", -> L -> L_001 -> L_001_002 -> L_001_002_001 -> L_001_002_001_001 -> 
6,"                         Statistics by province, industry and type of management organization(over 10 persons)",Statistics Table,Statistics Korea,Annual (2007 ~ 2019),"Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> Industry statistics -> KCIS 10th Revision -> Statistics by province, industry and type of management organization(over 10 persons)", -> L -> L_001 -> L_001_002 -> L_001_002_001 -> L_001_002_001_001 -> 
5,                    KCIS 9th Revision,,,,Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> Industry statistics -> KCIS 9th Revision, -> L -> L_001 -> L_001_002 -> L_001_002_001 -> L_001_002_001_002
6,"                         Statistics of province,industry(over 10 persons)",Statistics Table,Statistics Korea,Annual (1999 ~ 2014),"Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> Industry statistics -> KCIS 9th Revision -> Statistics of province,industry(over 10 persons)", -> L -> L_001 -> L_001_002 -> L_001_002_001 -> L_001_002_001_002 -> 
6,"                         Statistics by industry, employment size of establishment (over 10 persons)",Statistics Table,Statistics Korea,Annual (1999 ~ 2014),"Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> Industry statistics -> KCIS 9th Revision -> Statistics by industry, employment size of establishment (over 10 persons)", -> L -> L_001 -> L_001_002 -> L_001_002_001 -> L_001_002_001_002 -> 
6,"                         Statistics by province, industry, size of value of shipments (over 10 persons)",Statistics Table,Statistics Korea,Annual (1999 ~ 2014),"Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> Industry statistics -> KCIS 9th Revision -> Statistics by province, industry, size of value of shipments (over 10 persons)", -> L -> L_001 -> L_001_002 -> L_001_002_001 -> L_001_002_001_002 -> 
6,"                         Value of shipment, gross output, added value and major production costs (over 10 persons)",Statistics Table,Statistics Korea,Annual (1999 ~ 2014),"Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> Industry statistics -> KCIS 9th Revision -> Value of shipment, gross output, added value and major production costs (over 10 persons)", -> L -> L_001 -> L_001_002 -> L_001_002_001 -> L_001_002_001_002 -> 
6,"                         Tangible assets increase & decrease, amount of that at end of year (over 10 persons)",Statistics Table,Statistics Korea,Annual (1999 ~ 2014),"Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> Industry statistics -> KCIS 9th Revision -> Tangible assets increase & decrease, amount of that at end of year (over 10 persons)", -> L -> L_001 -> L_001_002 -> L_001_002_001 -> L_001_002_001_002 -> 
6,"                         Statistics by province, industry and type of management organization (over 10 persons)",Statistics Table,Statistics Korea,Annual (1999 ~ 2014),"Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> Industry statistics -> KCIS 9th Revision -> Statistics by province, industry and type of management organization (over 10 persons)", -> L -> L_001 -> L_001_002 -> L_001_002_001 -> L_001_002_001_002 -> 
6,"                         No. of establishments & workers by province, industry and wages (over 10 persons)",Statistics Table,Statistics Korea,Annual (2005 ~ 2014),"Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> Industry statistics -> KCIS 9th Revision -> No. of establishments & workers by province, industry and wages (over 10 persons)", -> L -> L_001 -> L_001_002 -> L_001_002_001 -> L_001_002_001_002 -> 
5,                    KCIS 9th Revision,,,,Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> Industry statistics -> KCIS 9th Revision, -> L -> L_001 -> L_001_002 -> L_001_002_001 -> L_001_002_001_003
6,                         Statistics by industry,Statistics Table,Statistics Korea,Annual (1955 ~ 1998),Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> Industry statistics -> KCIS 9th Revision -> Statistics by industry, -> L -> L_001 -> L_001_002 -> L_001_002_001 -> L_001_002_001_003 -> 
6,"                         Statistics of province,industry(over 5 persons)",Statistics Table,Statistics Korea,Annual (1999 ~ 2006),"Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> Industry statistics -> KCIS 9th Revision -> Statistics of province,industry(over 5 persons)", -> L -> L_001 -> L_001_002 -> L_001_002_001 -> L_001_002_001_003 -> 
4,               Enterprise statistics,,,,Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> Enterprise statistics, -> L -> L_001 -> L_001_002 -> L_001_002_002
5,                    KCIS 10th Revision,,,,Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> Enterprise statistics -> KCIS 10th Revision, -> L -> L_001 -> L_001_002 -> L_001_002_002 -> L_001_002_002_001
6,                         Summary figures of enterprise,Statistics Table,Statistics Korea,Annual (2016 ~ 2019),Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> Enterprise statistics -> KCIS 10th Revision -> Summary figures of enterprise, -> L -> L_001 -> L_001_002 -> L_001_002_002 -> L_001_002_002_001 -> 
6,                         No.of enterprises by industry/legal organization/capital/employment,Statistics Table,Statistics Korea,Annual (2016 ~ 2019),Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> Enterprise statistics -> KCIS 10th Revision -> No.of enterprises by industry/legal organization/capital/employment, -> L -> L_001 -> L_001_002 -> L_001_002_002 -> L_001_002_002_001 -> 
6,                         Summary(Whole enterprises) industry/employment size,Statistics Table,Statistics Korea,Annual (2016 ~ 2019),Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> Enterprise statistics -> KCIS 10th Revision -> Summary(Whole enterprises) industry/employment size, -> L -> L_001 -> L_001_002 -> L_001_002_002 -> L_001_002_002_001 -> 
5,                    KCIS 9th Revision,,,,Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> Enterprise statistics -> KCIS 9th Revision, -> L -> L_001 -> L_001_002 -> L_001_002_002 -> L_001_002_002_002
6,                         Summary figures of enterprise,Statistics Table,Statistics Korea,Annual (2007 ~ 2014),Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> Enterprise statistics -> KCIS 9th Revision -> Summary figures of enterprise, -> L -> L_001 -> L_001_002 -> L_001_002_002 -> L_001_002_002_002 -> 
6,                         No.of enterprises by industry/legal organization/capital/employment,Statistics Table,Statistics Korea,Annual (2007 ~ 2014),Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> Enterprise statistics -> KCIS 9th Revision -> No.of enterprises by industry/legal organization/capital/employment, -> L -> L_001 -> L_001_002 -> L_001_002_002 -> L_001_002_002_002 -> 
6,                         Summary(Whole enterprises) industry/employment size,Statistics Table,Statistics Korea,Annual (2007 ~ 2014),Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> Enterprise statistics -> KCIS 9th Revision -> Summary(Whole enterprises) industry/employment size, -> L -> L_001 -> L_001_002 -> L_001_002_002 -> L_001_002_002_002 -> 
4,               2020 Economic Census,,,,Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> 2020 Economic Census, -> L -> L_001 -> L_001_002 -> L_001_002_003
5,                    Statistics by Sub-classes of Industry(10 or more workers),Statistics Table,Statistics Korea,5Annual (2020 ~ 2020),Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> 2020 Economic Census -> Statistics by Sub-classes of Industry(10 or more workers), -> L -> L_001 -> L_001_002 -> L_001_002_003 -> 
5,                    Statistics by Sub-classes of Industry and Size of Workers(10 or more workers),Statistics Table,Statistics Korea,5Annual (2020 ~ 2020),Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> 2020 Economic Census -> Statistics by Sub-classes of Industry and Size of Workers(10 or more workers), -> L -> L_001 -> L_001_002 -> L_001_002_003 -> 
5,                    Statistics by Sub-classes of Industry and Value of Shipments Size of Establishment(10 or more workers),Statistics Table,Statistics Korea,5Annual (2020 ~ 2020),Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> 2020 Economic Census -> Statistics by Sub-classes of Industry and Value of Shipments Size of Establishment(10 or more workers), -> L -> L_001 -> L_001_002 -> L_001_002_003 -> 
5,                    Statistics by Sub-classes of Industry and Type of Legal Organization(10 or more workers),Statistics Table,Statistics Korea,5Annual (2020 ~ 2020),Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> 2020 Economic Census -> Statistics by Sub-classes of Industry and Type of Legal Organization(10 or more workers), -> L -> L_001 -> L_001_002 -> L_001_002_003 -> 
5,                    Number of Establishments & Workers and Annual Payroll by Sub-classes of industry(10 or more workers),Statistics Table,Statistics Korea,5Annual (2020 ~ 2020),Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> 2020 Economic Census -> Number of Establishments & Workers and Annual Payroll by Sub-classes of industry(10 or more workers), -> L -> L_001 -> L_001_002 -> L_001_002_003 -> 
5,"                    Value of Shipments, Gross Output, Value-added and Major Production Cost by Sub-classes of Industry(10 or more workers)",Statistics Table,Statistics Korea,5Annual (2020 ~ 2020),"Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> 2020 Economic Census -> Value of Shipments, Gross Output, Value-added and Major Production Cost by Sub-classes of Industry(10 or more workers)", -> L -> L_001 -> L_001_002 -> L_001_002_003 -> 
5,                    Value of Inventories by Sub-classes of Industry(10 or more workers),Statistics Table,Statistics Korea,5Annual (2020 ~ 2020),Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> 2020 Economic Census -> Value of Inventories by Sub-classes of Industry(10 or more workers), -> L -> L_001 -> L_001_002 -> L_001_002_003 -> 
5,                    Statistics by Division of Industry and Province(10 or more workers),Statistics Table,Statistics Korea,5Annual (2020 ~ 2020),Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> 2020 Economic Census -> Statistics by Division of Industry and Province(10 or more workers), -> L -> L_001 -> L_001_002 -> L_001_002_003 -> 
5,"                    Statistics by Division of Industry, Province and Size of Workers(10 or more workers)",Statistics Table,Statistics Korea,5Annual (2020 ~ 2020),"Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> 2020 Economic Census -> Statistics by Division of Industry, Province and Size of Workers(10 or more workers)", -> L -> L_001 -> L_001_002 -> L_001_002_003 -> 
5,"                    Statistics by Division of Industry, Province and Value of Shipments Size of Establishment(10 or more workers)",Statistics Table,Statistics Korea,5Annual (2020 ~ 2020),"Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> 2020 Economic Census -> Statistics by Division of Industry, Province and Value of Shipments Size of Establishment(10 or more workers)", -> L -> L_001 -> L_001_002 -> L_001_002_003 -> 
5,                    Value of Inventories by Division of Industry and Province(10 or more workers),Statistics Table,Statistics Korea,5Annual (2020 ~ 2020),Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> 2020 Economic Census -> Value of Inventories by Division of Industry and Province(10 or more workers), -> L -> L_001 -> L_001_002 -> L_001_002_003 -> 
5,"                    Statistics by Section of Industry and Si, Gun & Gu(10 or more workers)",Statistics Table,Statistics Korea,5Annual (2020 ~ 2020),"Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> 2020 Economic Census -> Statistics by Section of Industry and Si, Gun & Gu(10 or more workers)", -> L -> L_001 -> L_001_002 -> L_001_002_003 -> 
5,"                    Number of Establishments, Gross Output, Value of Shipments and Year-end Inventories by Province and Product(10 or more workers)",Statistics Table,Statistics Korea,5Annual (2020 ~ 2020),"Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> 2020 Economic Census -> Number of Establishments, Gross Output, Value of Shipments and Year-end Inventories by Province and Product(10 or more workers)", -> L -> L_001 -> L_001_002 -> L_001_002_003 -> 
5,"                    Number of Establishments, Value of Receipts for Contract Work by Province and Product of Toll Manufacturing(consigned production)(10 or more workers)",Statistics Table,Statistics Korea,5Annual (2020 ~ 2020),"Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> 2020 Economic Census -> Number of Establishments, Value of Receipts for Contract Work by Province and Product of Toll Manufacturing(consigned production)(10 or more workers)", -> L -> L_001 -> L_001_002 -> L_001_002_003 -> 
4,               2015 Economic Census,,,,Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> 2015 Economic Census, -> L -> L_001 -> L_001_002 -> L_001_002_004
5,                    Statistics by group of industry(10 or more workers),Statistics Table,Statistics Korea,5Annual (2015 ~ 2015),Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> 2015 Economic Census -> Statistics by group of industry(10 or more workers), -> L -> L_001 -> L_001_002 -> L_001_002_004 -> 
5,                    Statistics by sub-class of industry and size of workers(10 or more workers),Statistics Table,Statistics Korea,5Annual (2015 ~ 2015),Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> 2015 Economic Census -> Statistics by sub-class of industry and size of workers(10 or more workers), -> L -> L_001 -> L_001_002 -> L_001_002_004 -> 
5,                    Statistics by sub-class of industry and value of shipments size of establishment(10 or more workers),Statistics Table,Statistics Korea,5Annual (2015 ~ 2015),Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> 2015 Economic Census -> Statistics by sub-class of industry and value of shipments size of establishment(10 or more workers), -> L -> L_001 -> L_001_002 -> L_001_002_004 -> 
5,                    Number of establishments and number of workers and annual payroll by sub-class of industry(10 or more workers),Statistics Table,Statistics Korea,5Annual (2015 ~ 2015),Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> 2015 Economic Census -> Number of establishments and number of workers and annual payroll by sub-class of industry(10 or more workers), -> L -> L_001 -> L_001_002 -> L_001_002_004 -> 
5,"                    Value of shipments, gross output, value-added and major production cost by sub-class of industry(10 or more workers)",Statistics Table,Statistics Korea,5Annual (2015 ~ 2015),"Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> 2015 Economic Census -> Value of shipments, gross output, value-added and major production cost by sub-class of industry(10 or more workers)", -> L -> L_001 -> L_001_002 -> L_001_002_004 -> 
5,                    Value of inventories by sub-class of industry(10 or more workers),Statistics Table,Statistics Korea,5Annual (2015 ~ 2015),Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> 2015 Economic Census -> Value of inventories by sub-class of industry(10 or more workers), -> L -> L_001 -> L_001_002 -> L_001_002_004 -> 
5,                    Statistics by division of industry and type of legal organization(10 or more workers),Statistics Table,Statistics Korea,5Annual (2015 ~ 2015),Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> 2015 Economic Census -> Statistics by division of industry and type of legal organization(10 or more workers), -> L -> L_001 -> L_001_002 -> L_001_002_004 -> 
5,                    Statistics by division of industry and province(10 or more workers),Statistics Table,Statistics Korea,5Annual (2015 ~ 2015),Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> 2015 Economic Census -> Statistics by division of industry and province(10 or more workers), -> L -> L_001 -> L_001_002 -> L_001_002_004 -> 
5,"                    Statistics by division of industry,province and size of workers(10 or more workers)",Statistics Table,Statistics Korea,5Annual (2015 ~ 2015),"Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> 2015 Economic Census -> Statistics by division of industry,province and size of workers(10 or more workers)", -> L -> L_001 -> L_001_002 -> L_001_002_004 -> 
5,"                    Statistics by division of industry,province and size of workers(10 or more workers)",Statistics Table,Statistics Korea,5Annual (2015 ~ 2015),"Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> 2015 Economic Census -> Statistics by division of industry,province and size of workers(10 or more workers)", -> L -> L_001 -> L_001_002 -> L_001_002_004 -> 
5,"                    Statistics by sub-class of industry and county(Si,Gun,Gu)(10 or more workers)",Statistics Table,Statistics Korea,5Annual (2015 ~ 2015),"Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> 2015 Economic Census -> Statistics by sub-class of industry and county(Si,Gun,Gu)(10 or more workers)", -> L -> L_001 -> L_001_002 -> L_001_002_004 -> 
5,                    Value of inventories by division of industry and province(10 or more workers),Statistics Table,Statistics Korea,5Annual (2015 ~ 2015),Statistical Database -> Mining and Manufacturing -> Mining and Manufacturing Survey -> Survey-based -> 2015 Economic Census -> Value of inventories by division of industry and province(10 or more workers), -> L -> L_001 -> L_001_002 -> L_001_002_004 -> 
